epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,44724.3,1.66148,0.69156,0.00181,0.91128,0.82154,0.88268,0.57963,1.47969,0.62336,0.00184,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,45544.7,1.65741,0.69049,0.00181,0.91039,0.82198,0.88253,0.57982,1.47886,0.62241,0.00184,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,46316.1,1.66002,0.68666,0.0018,0.91237,0.82102,0.88316,0.58029,1.4781,0.62138,0.00183,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,47064.6,1.65768,0.68809,0.00182,0.90977,0.82306,0.88328,0.58056,1.47797,0.62059,0.00183,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,47866.2,1.65426,0.68592,0.0018,0.90969,0.82392,0.88335,0.5807,1.47787,0.61978,0.00183,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,48438.7,1.65386,0.68352,0.0018,0.9108,0.82251,0.88339,0.58113,1.47712,0.61868,0.00183,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,49087.6,1.64778,0.68356,0.0018,0.91092,0.82318,0.88364,0.58134,1.47604,0.61758,0.00183,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,49841.4,1.64844,0.68296,0.00179,0.90942,0.82451,0.8839,0.58133,1.47558,0.61723,0.00183,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,50421,1.63646,0.67645,0.00179,0.91177,0.82371,0.8837,0.5816,1.47484,0.6159,0.00183,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,50968.2,1.64504,0.68156,0.00179,0.91231,0.82485,0.88423,0.58215,1.47365,0.61515,0.00183,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,51605.9,1.64654,0.6788,0.00178,0.91201,0.82615,0.88496,0.58258,1.47284,0.61585,0.00182,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,52394.9,1.63934,0.67698,0.00178,0.91343,0.8262,0.88521,0.58271,1.4723,0.61525,0.00182,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,53074,1.6408,0.6745,0.00177,0.91432,0.82595,0.88555,0.58308,1.47089,0.61476,0.00182,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,53657.6,1.64145,0.67833,0.00179,0.91334,0.82737,0.88576,0.58339,1.47065,0.61339,0.00182,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,54363,1.63798,0.67643,0.00177,0.91284,0.82796,0.88619,0.5838,1.47055,0.61282,0.00182,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,55174.8,1.63598,0.67593,0.00178,0.91532,0.8272,0.8862,0.584,1.4698,0.61212,0.00182,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,55805.1,1.62943,0.67132,0.00177,0.91507,0.82723,0.88646,0.58432,1.46884,0.61121,0.00182,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,56406.2,1.63541,0.67528,0.00177,0.91477,0.82777,0.88678,0.58465,1.46767,0.61045,0.00182,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,57009.2,1.62783,0.67307,0.00176,0.91541,0.82761,0.88691,0.58478,1.46718,0.60986,0.00182,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,57630.7,1.6204,0.6654,0.00175,0.91658,0.82706,0.88698,0.5852,1.4664,0.60888,0.00181,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,58442.7,1.63388,0.67236,0.00175,0.91631,0.82798,0.88727,0.58544,1.46598,0.60822,0.00181,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,59137,1.62494,0.66926,0.00176,0.91676,0.82805,0.88787,0.58639,1.46469,0.60687,0.00181,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
